종목코드,종가,gap
A000670,"[503000.0, 503000.0, 503000.0, 503000.0, 503000.0, 503000.0, 503000.0, 503000.0, 503000.0, 503000.0, 503000.0, 503000.0, 503000.0, 503000.0, 503000.0]",9970.258327006328
A000680,"[2275.0, 2275.0, 2275.0, 2275.0, 2275.0, 2275.0, 2275.0, 2275.0, 2275.0, 2275.0, 2275.0, 2275.0, 2275.0, 2275.0, 2275.0]",1324.9087655239318
A000700,"[5130.0, 5130.0, 5130.0, 5130.0, 5130.0, 5130.0, 5130.0, 5130.0, 5130.0, 5130.0, 5130.0, 5130.0, 5130.0, 5130.0, 5130.0]",8589.109735134176
A000720,"[33642.182519858085, 33665.82465271155, 33679.46295744429, 33689.68823550269, 33699.08790851012, 33708.33764927462, 33717.59722499177, 33727.03991332401, 33736.80192093365, 33746.64088064805, 33756.4757366851, 33766.563415002696, 33776.573390588164, 33786.62937079556, 33796.65087829654]",5401.269957733634
A000760,"[14500.0, 14500.0, 14500.0, 14500.0, 14500.0, 14500.0, 14500.0, 14500.0, 14500.0, 14500.0, 14500.0, 14500.0, 14500.0, 14500.0, 14500.0]",14970.85968078053
A000810,"[181000.0, 181000.0, 181000.0, 181000.0, 181000.0, 181000.0, 181000.0, 181000.0, 181000.0, 181000.0, 181000.0, 181000.0, 181000.0, 181000.0, 181000.0]",2791.201249083781
A000850,"[29050.000000000004, 29050.000000000004, 29050.000000000004, 29050.000000000004, 29050.000000000004, 29050.000000000004, 29050.000000000004, 29050.000000000004, 29050.000000000004, 29050.000000000004, 29050.000000000004, 29050.000000000004, 29050.000000000004, 29050.000000000004, 29050.000000000004]",1990.3680400649637
A000860,"[19506.468968714278, 19579.59593094885, 19665.378805597622, 19760.944694826998, 19865.012328326702, 19976.562744577725, 20095.00865019858, 20219.430537273485, 20349.607808763783, 20485.497943386432, 20627.534465615947, 20775.526333252586, 20929.169239625335, 21088.277760396402, 21252.64727279544]",1027.0106807907891
A000880,"[23250.0, 23250.0, 23250.0, 23250.0, 23250.0, 23250.0, 23250.0, 23250.0, 23250.0, 23250.0, 23250.0, 23250.0, 23250.0, 23250.0, 23250.0]",66926.62058045952
A000890,"[596.0, 596.0, 596.0, 596.0, 596.0, 596.0, 596.0, 596.0, 596.0, 596.0, 596.0, 596.0, 596.0, 596.0, 596.0]",7106.582203350261
A000910,"[4616.890202909708, 4639.318832273284, 4660.14389164249, 4680.133547465006, 4699.690301691492, 4718.88584733506, 4737.710228055715, 4756.41633622845, 4775.033668431142, 4793.4769965186715, 4811.815313508113, 4830.053214247027, 4848.1366745432215, 4866.131563921769, 4884.029132085541]",25658.18189275146
A000950,"[32913.64436071366, 32922.14290246833, 32927.37213144312, 32931.37377252802, 32935.356341493316, 32939.06422264641, 32942.690346464515, 32946.398263450246, 32950.27487212559, 32954.1822283878, 32958.010283443145, 32961.82754371781, 32965.69462608779, 32969.52323416015, 32973.31997228786]",776.0183476562602
A000970,"[6603.620058193802, 6617.936468936503, 6628.563446335494, 6637.393147751689, 6645.324353575706, 6652.686916846781, 6659.697418237105, 6666.464969208464, 6673.087259251624, 6679.534907782449, 6685.901351733133, 6692.236130757257, 6698.435000857338, 6704.570554826408, 6710.657980706543]",9486.12025777487
A000990,"[36502.01818779111, 36793.169800043106, 37073.72034127513, 37346.56970332066, 37615.84024538596, 37877.05195364852, 38134.8379859825, 38389.522458190724, 38641.74771172305, 38891.55617505312, 39140.565911481775, 39387.17550011972, 39632.111353203654, 39874.65291236837, 40115.288213913635]",25986.780894320855
A001000,"[1610.0569408088923, 1627.9806629866362, 1645.786816522479, 1664.296487532556, 1683.7466288655996, 1704.1742053851485, 1725.739399127662, 1748.4648791849613, 1772.3043962270021, 1797.2769488096235, 1823.37727381289, 1850.583462394774, 1878.8796598389745, 1908.21847692132, 1938.592042028904]",3477.485616219574
A001020,"[992.5231708114345, 994.4888121311864, 996.3063518302515, 998.067741716591, 999.8022217014803, 1001.5379459755495, 1003.2757162259271, 1005.0214312020689, 1006.8049822729081, 1008.5836443789303, 1010.3921603281051, 1012.2053407191609, 1014.0270743348325, 1015.8420262712364, 1017.6986679599311]",353987.7818063621
A001040,"[68083.60690042377, 68257.23103970289, 68383.07035077363, 68484.23978772014, 68572.13093027472, 68652.24234905094, 68727.72348375991, 68800.88804449886, 68872.95068945736, 68944.07986292616, 69014.38142158091, 69083.82173934951, 69153.2437780872, 69221.73326047137, 69289.58413772285]",15102.785475028757
A001060,"[17170.40067414443, 17185.255389412243, 17195.84110242625, 17203.39949497332, 17209.351232027013, 17214.568218713004, 17219.338195522625, 17224.033285615344, 17228.80447022617, 17233.636179193854, 17238.52140692373, 17243.54401019712, 17248.613709025085, 17253.683097536366, 17258.726328611374]",1477.4600097094449
A001070,"[43300.0, 43300.0, 43300.0, 43300.0, 43300.0, 43300.0, 43300.0, 43300.0, 43300.0, 43300.0, 43300.0, 43300.0, 43300.0, 43300.0, 43300.0]",651.6491115907285
A001080,"[20125.143867849063, 20156.831652944285, 20176.879550718393, 20193.423851917807, 20208.791349239957, 20223.83217176888, 20238.51410129418, 20252.939643560287, 20266.833543176763, 20280.576698452543, 20294.0405347012, 20307.53264769446, 20320.638270151492, 20333.711758754216, 20346.543796944123]",2827.447703051262
A001120,"[22603.69105913366, 22602.710683783516, 22602.379332044315, 22602.80347634107, 22603.525759772554, 22604.437096248148, 22605.457674265683, 22606.462138087954, 22607.718502159696, 22608.850686077494, 22610.001304660305, 22611.200108511064, 22612.453396851197, 22613.722447596956, 22614.918080371957]",4140.333623384552
A001130,"[126182.47326811156, 126260.09706507127, 126318.21570644777, 126368.75286375482, 126416.04163448016, 126462.04066785674, 126506.5882086754, 126550.10969899595, 126593.29239105184, 126635.88536952932, 126678.66929620504, 126720.91883433361, 126762.58957063158, 126804.29032531877, 126845.52784897387]",1187.1116341154911
A001140,"[543.0, 543.0, 543.0, 543.0, 543.0, 543.0, 543.0, 543.0, 543.0, 543.0, 543.0, 543.0, 543.0, 543.0, 543.0]",798833.2669319749
A001200,"[2260.3316493829093, 2296.728534420331, 2339.84253458182, 2388.2031831343966, 2440.8187474807105, 2496.964437286059, 2556.4433298508325, 2619.05460747083, 2684.7962494293847, 2753.4122157494226, 2824.9030415614448, 2898.9272736708326, 2975.3700933059054, 3054.1670238971715, 3135.1914631525674]",2903.6064693940243
A001230,"[10750.0, 10750.0, 10750.0, 10750.0, 10750.0, 10750.0, 10750.0, 10750.0, 10750.0, 10750.0, 10750.0, 10750.0, 10750.0, 10750.0, 10750.0]",10937.855477174246
A001250,"[2066.095048787693, 2087.8474529509745, 2112.1058233603835, 2139.0839837640524, 2168.8196440935135, 2201.233607540528, 2236.2934200664363, 2273.8983915994563, 2314.093806664149, 2356.652924334009, 2401.6764579713345, 2449.0666779875755, 2498.8003766785064, 2550.842838237683, 2605.1382353007793]",19903.62689185977
A001260,"[8020.0, 8020.0, 8020.0, 8020.0, 8020.0, 8020.0, 8020.0, 8020.0, 8020.0, 8020.0, 8020.0, 8020.0, 8020.0, 8020.0, 8020.0]",9142.765067303135
A001270,"[17950.0, 17950.0, 17950.0, 17950.0, 17950.0, 17950.0, 17950.0, 17950.0, 17950.0, 17950.0, 17950.0, 17950.0, 17950.0, 17950.0, 17950.0]",241.9202714281991
A001290,"[692.1872070511182, 703.1891359403729, 717.7239880810181, 734.5623950640361, 753.0518506079912, 772.9120614190896, 794.0511947174867, 816.401614740491, 840.0057569523652, 864.8081543445588, 890.6860510081052, 917.574451937278, 945.3235880335172, 973.8320556581021, 1003.0027794102828]",10616.434032511776
A001340,"[3865.614174544811, 3872.793886289, 3877.509531602263, 3881.4465300627057, 3885.0252225138242, 3888.466007662937, 3891.8281465042382, 3895.0861436016853, 3898.3123115953063, 3901.4470388591294, 3904.5276584066446, 3907.589223792776, 3910.6192292682827, 3913.5977311842144, 3916.5335415694863]",8106.14584333798
A001360,"[2511.218396835029, 2538.434105757624, 2560.36622595042, 2579.4115676544607, 2596.910725859925, 2613.360280431807, 2629.2791057750583, 2644.7811429062854, 2660.2220497326925, 2675.8464956842363, 2690.8186943735927, 2706.071348772384, 2721.2998884823173, 2736.4971303613856, 2751.737265526317]",181038.29280089925
A001380,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0]",1671.163103768762
A001390,"[19950.0, 19950.0, 19950.0, 19950.0, 19950.0, 19950.0, 19950.0, 19950.0, 19950.0, 19950.0, 19950.0, 19950.0, 19950.0, 19950.0, 19950.0]",21175.199196776877
A001430,"[14156.597620248793, 14440.579545497892, 14756.157654523848, 15105.128821730614, 15489.865514636038, 15905.31627833843, 16353.439727425573, 16832.229933142662, 17341.48376584053, 17878.3230304718, 18443.922674655914, 19038.415920734402, 19658.297911286354, 20303.1309902668, 20972.042140364647]",26581.537996099236
A001440,"[1332.984166075786, 1342.7020028618474, 1348.123937362184, 1352.6755095242213, 1357.0591401914135, 1361.5049664219844, 1366.0161171890795, 1370.5532487699143, 1375.2351219902437, 1380.1207549168419, 1385.0008572976415, 1389.8519602542124, 1394.6951911260064, 1399.5235049839443, 1404.3155280345431]",142296.82055139026
A001450,"[23037.69592113793, 23068.862145567935, 23088.50093533906, 23105.741035792358, 23122.745503423113, 23138.095813880984, 23153.0404674743, 23167.53825549347, 23181.456518854637, 23194.824061095715, 23207.868410766438, 23219.515690921497, 23231.076631471515, 23242.334303654112, 23253.21902798799]",4597.909570777355
A001460,"[360256.58333301544, 360998.46372008324, 361526.00106100243, 361954.61798707646, 362323.72178634006, 362658.5482085745, 362976.74456238747, 363278.65246931714, 363572.2397541006, 363852.48023023206, 364122.0735659202, 364385.9854489565, 364643.4486930569, 364892.3567831516, 365139.1772081455]",4834.736356403363
A001470,"[1017.9406956800569, 1019.354662957446, 1020.2146512490698, 1020.9403441478188, 1021.6419523917759, 1022.3716277697123, 1023.1072594100609, 1023.8463314486667, 1024.5860585211776, 1025.3145652558965, 1026.0506982767645, 1026.780200211207, 1027.4910245777728, 1028.1969479987708, 1028.8962091545884]",1125260.3195635579
A001500,"[8583.912311308086, 8585.124980097637, 8586.056464119349, 8586.942328606267, 8587.829868539236, 8588.71470295731, 8589.598852393683, 8590.480218338314, 8591.356756847352, 8592.223868695088, 8593.086506027263, 8593.946774394717, 8594.804466093889, 8595.664358834734, 8596.518529078458]",687.6362013228552
A001510,"[604.8986995940406, 605.9697416433444, 606.7180673158416, 607.3175219907736, 607.8490860280891, 608.3503940765435, 608.8323145319397, 609.3029516802479, 609.7635812784234, 610.2119965287857, 610.6609878533209, 611.0969855636358, 611.5267200396396, 611.9515513691119, 612.3696146434484]",385805.34727164585
A001520,"[920.567939659208, 922.8097248893232, 924.5148209102452, 926.0808790462092, 927.510985650774, 928.8637583657169, 930.1909059790895, 931.5227607933805, 932.8607739806176, 934.1833605581895, 935.5009560748005, 936.826362737827, 938.1442685566843, 939.4623027858325, 940.7768796561286]",2473400.4419664964
A001530,"[14855.244658887388, 15794.471211731434, 16570.413474924862, 17262.531273066998, 17903.23050847898, 18528.098503438134, 19185.486305349816, 19815.108991848927, 20444.346969791997, 21091.039045869064, 21729.787285750113, 22368.827861578513, 23006.93740292142, 23643.493539498497, 24278.898510771494]",10653.87871923533
A001540,"[7309.027529522777, 7314.362797257801, 7318.104459990436, 7321.691878970712, 7325.245692551756, 7328.736552401136, 7332.17568617935, 7335.568276613951, 7338.903951302171, 7342.17680750663, 7345.4176159786675, 7348.616057349369, 7351.754225629693, 7354.849635191883, 7357.919341630613]",402.7990370902406
A001550,"[14193.592633853357, 14225.57975785186, 14254.308577589693, 14281.58471779277, 14308.557833780846, 14335.66559030364, 14363.484785960369, 14391.89763993025, 14421.502726015946, 14452.017216794193, 14483.582464903595, 14515.987843101226, 14549.31205732748, 14583.570520517727, 14618.735705930741]",29019.660570019136
A001560,"[7194.224993921816, 7195.860375232062, 7197.175556289963, 7198.19960569404, 7199.204736997839, 7200.159342040773, 7201.086841542971, 7202.013327797874, 7202.953043696005, 7203.894641930005, 7204.81889191782, 7205.736736878286, 7206.649499666876, 7207.55209131958, 7208.463284079916]",424.13284296985665
A001570,"[4435.017933469266, 4486.07821322605, 4520.511206307448, 4548.07950055444, 4573.607297276768, 4600.054267048526, 4623.2316507985815, 4645.154876132961, 4667.74099116105, 4687.821129869204, 4708.116632652935, 4727.945020928048, 4748.687168662902, 4764.927515907834, 4783.753118015981]",637529.9502328305
A001620,"[524.506494629383, 528.6875980436802, 531.8949395318826, 534.6948196123043, 537.2703283190727, 539.7335138539473, 542.111974777778, 544.4383403281371, 546.7354004576802, 549.0170405671, 551.2493289162716, 553.4538997203111, 555.633535781006, 557.7860465581218, 559.9139960949619]",1742.424401597815
A001630,"[49446.514805331826, 49663.52065451443, 49817.8592854552, 49946.747237537056, 50064.31981119327, 50176.405110638596, 50284.707285892226, 50390.732533941045, 50495.978835942224, 50600.6315557845, 50704.59436901845, 50807.80891478993, 50910.37514466793, 51012.40288767964, 51113.851145450026]",1181.0455117121078
A001680,"[18672.69037385782, 18754.962511837482, 18820.556831171114, 18875.724066684645, 18924.383204311132, 18968.09774828454, 19008.810892418027, 19047.31848315398, 19084.46086968233, 19120.44417556872, 19155.763950501878, 19190.215880423784, 19224.157193653286, 19257.530161192022, 19290.42963275562]",16088.345077490825
A001720,"[52800.0, 52800.0, 52800.0, 52800.0, 52800.0, 52800.0, 52800.0, 52800.0, 52800.0, 52800.0, 52800.0, 52800.0, 52800.0, 52800.0, 52800.0]",500.5556454116547
A001740,"[3735.0, 3735.0, 3735.0, 3735.0, 3735.0, 3735.0, 3735.0, 3735.0, 3735.0, 3735.0, 3735.0, 3735.0, 3735.0, 3735.0, 3735.0]",61603.017493897816
A001750,"[8140.0, 8140.0, 8140.0, 8140.0, 8140.0, 8140.0, 8140.0, 8140.0, 8140.0, 8140.0, 8140.0, 8140.0, 8140.0, 8140.0, 8140.0]",2310.9409922181617
A001780,"[2228.4167603701353, 2246.5370019078255, 2261.0895789191122, 2274.000078260898, 2286.1100564673543, 2297.8282213509083, 2309.170683979988, 2320.3445875644684, 2331.6754201315343, 2342.7385462597013, 2353.877960609272, 2365.0627606436606, 2376.180684328079, 2387.4329640548676, 2398.5141690447927]",15188.738216320031
A001790,"[2424.032941301664, 2443.3364185492196, 2460.3124536673226, 2475.8800846536956, 2490.4945318698883, 2504.4135415355363, 2517.9040092229843, 2531.02074944973, 2544.0246591766677, 2556.801433980465, 2569.581523090601, 2582.255241602659, 2594.905969848235, 2607.5284480154514, 2620.1209823787212]",121483.28979383747
A001800,"[13600.0, 13600.0, 13600.0, 13600.0, 13600.0, 13600.0, 13600.0, 13600.0, 13600.0, 13600.0, 13600.0, 13600.0, 13600.0, 13600.0, 13600.0]",1352.6204544043974
A001810,"[2262.5926661392054, 2265.985702648138, 2268.247516978532, 2270.1265073777176, 2271.9174996696725, 2273.7009965232573, 2275.4788070114637, 2277.2545504230075, 2279.059872203351, 2280.859122453878, 2282.712362131259, 2284.549517400097, 2286.365448502203, 2288.160805208143, 2289.9363938428774]",2558.621685607191
A001820,"[29129.009478986263, 29170.917810735602, 29199.09615432223, 29223.589202193547, 29247.879599478718, 29271.26331831329, 29294.35829711457, 29316.84400380589, 29338.80226480464, 29360.188338514417, 29381.29203009419, 29401.802264722064, 29421.756209346153, 29441.121887452904, 29460.060992197446]",2966.167012955711
A001840,"[3420.0, 3420.0, 3420.0, 3420.0, 3420.0, 3420.0, 3420.0, 3420.0, 3420.0, 3420.0, 3420.0, 3420.0, 3420.0, 3420.0, 3420.0]",1129.5315456575272
A001880,"[12600.0, 12600.0, 12600.0, 12600.0, 12600.0, 12600.0, 12600.0, 12600.0, 12600.0, 12600.0, 12600.0, 12600.0, 12600.0, 12600.0, 12600.0]",798.9738166153577
A001940,"[12100.0, 12100.0, 12100.0, 12100.0, 12100.0, 12100.0, 12100.0, 12100.0, 12100.0, 12100.0, 12100.0, 12100.0, 12100.0, 12100.0, 12100.0]",2929.503984937903
A002020,"[19850.266125425696, 19966.78232883414, 20072.111953124404, 20171.99625015259, 20269.158251583576, 20364.721323624253, 20459.449561648074, 20553.91535346707, 20648.699354964, 20743.631623337667, 20839.206069527816, 20935.010286228113, 21031.571786503, 21128.9258952563, 21226.780326987307]",1410.6140401738428
A002030,"[100964.26720594367, 101218.77386458218, 101387.61350257944, 101515.82869191965, 101624.59511375055, 101721.00401666637, 101808.85156439617, 101891.16489508499, 101969.96247380352, 102046.45442087203, 102122.34428881979, 102195.35748266305, 102267.29873272902, 102337.149188295, 102404.38477272789]",2714.0592260705303
A002100,"[8540.0, 8540.0, 8540.0, 8540.0, 8540.0, 8540.0, 8540.0, 8540.0, 8540.0, 8540.0, 8540.0, 8540.0, 8540.0, 8540.0, 8540.0]",747.730625740593
A002140,"[2620.0, 2620.0, 2620.0, 2620.0, 2620.0, 2620.0, 2620.0, 2620.0, 2620.0, 2620.0, 2620.0, 2620.0, 2620.0, 2620.0, 2620.0]",39132.91873866335
A002150,"[7160.0, 7160.075470204465, 7160.17609263615, 7160.328411460155, 7160.477802728613, 7160.602046901942, 7160.616920915549, 7160.613175418189, 7160.66130893204, 7160.701082460776, 7160.735270963555, 7160.76078304761, 7160.780027359065, 7160.794566918048, 7160.805080104465]",3920.2040905766607
A002170,"[47350.0, 47350.0, 47350.0, 47350.0, 47350.0, 47350.0, 47350.0, 47350.0, 47350.0, 47350.0, 47350.0, 47350.0, 47350.0, 47350.0, 47350.0]",431.4765537473133
A002200,"[3299.867347935836, 3389.247809196512, 3450.2629258856177, 3499.424189304312, 3544.051545029506, 3586.1274088779464, 3627.2303762255856, 3668.0898688680804, 3709.12027186621, 3749.1326644377164, 3788.342033579635, 3826.649203670211, 3864.7785764299333, 3902.1175225675106, 3938.913202909132]",1551.5467777774286
A002210,"[5875.087079594533, 5903.71772183478, 5931.097359701991, 5958.334217650196, 5985.764901811878, 6013.455273032188, 6041.466450569531, 6069.839871649941, 6098.587281450629, 6127.684866669279, 6157.213765228789, 6187.060228310526, 6217.247047004601, 6247.7261212319145, 6278.459731772543]",21165.934908676754
A002220,"[2535.0, 2535.0, 2535.0, 2535.0, 2535.0, 2535.0, 2535.0, 2535.0, 2535.0, 2535.0, 2535.0, 2535.0, 2535.0, 2535.0, 2535.0]",2527.222558066023
A002230,"[3212.598852802068, 3215.0683529488742, 3217.5898454959197, 3220.2542621996254, 3223.0752864554524, 3226.089698643734, 3229.2779975465187, 3232.6898039449006, 3236.304016223798, 3240.1383687003204, 3244.1878680462637, 3248.462823226427, 3252.9635141988597, 3257.678182056795, 3262.6115020550787]",1323.378638267093
A002240,"[16921.083460468795, 16929.56528725102, 16935.06183739053, 16939.72768228268, 16944.195887825917, 16948.832170099486, 16953.54130211519, 16958.166664824817, 16962.863559634425, 16967.45445886394, 16972.0203328575, 16976.45611154847, 16980.838857446794, 16985.178205857515, 16989.441014430486]",999.8919546847579
A002290,"[3260.0, 3260.0, 3260.0, 3260.0, 3260.0, 3260.0, 3260.0, 3260.0, 3260.0, 3260.0, 3260.0, 3260.0, 3260.0, 3260.0, 3260.0]",32755.180957707118
A002310,"[32050.0, 32050.0, 32050.0, 32050.0, 32050.0, 32050.0, 32050.0, 32050.0, 32050.0, 32050.0, 32050.0, 32050.0, 32050.0, 32050.0, 32050.0]",2897.2970986725345
