종목코드,순위
A054540,804
A003300,805
A200230,806
A049120,807
A140520,808
A215200,809
A092070,810
A067830,811
A043150,812
A052400,813
A314130,814
A028670,815
A271980,816
A063570,817
A243070,818
A083450,819
A023910,820
A189300,821
A093920,822
A036670,823
A073110,824
A013570,825
A001460,826
A203450,827
A036710,828
A069640,829
A052420,830
A318020,831
A043910,832
A009410,833
A001250,834
A294570,835
A084110,836
A004140,837
A155650,838
A020120,839
A250000,840
A000720,841
A014940,842
A264850,843
A004020,844
A002800,845
A311390,846
A039130,847
A047920,848
A052600,849
A033830,850
A001510,851
A002690,852
A289080,853
A007700,854
A052790,855
A079160,856
A039860,857
A279600,858
A088910,859
A058820,860
A013870,861
A036190,862
A045300,863
A000500,864
A128660,865
A091700,866
A011370,867
A359090,868
A032830,869
A086280,870
A011170,871
A100590,872
A053030,873
A223250,874
A008970,875
A138040,876
A302550,877
A163730,878
A017180,879
A039420,880
A090350,881
A005610,882
A028100,883
A016090,884
A012330,885
A019590,886
A187220,887
A004910,888
A054670,889
A120240,890
A002290,891
A041960,892
A205470,893
A131220,894
A035720,895
A204320,896
A100030,897
A000020,898
A034230,899
A032820,900
A072870,901
A014190,902
A043610,903
A039200,904
A089970,905
A092040,906
A161890,907
A027360,908
A041920,909
A023900,910
A115480,911
A038290,912
A237820,913
A227840,914
A150900,915
A016450,916
A071050,917
A147760,918
A045660,919
A264660,920
A012160,921
A050860,922
A102260,923
A002600,924
A073490,925
A020560,926
A375500,927
A006730,928
A218410,929
A086820,930
A043340,931
A017650,932
A171010,933
A033500,934
A002880,935
A307870,936
A092780,937
A043090,938
A033160,939
A018290,940
A221840,941
A013700,942
A016600,943
A036640,944
A265560,945
A039440,946
A015860,947
A032560,948
A000070,949
A046890,950
A060900,951
A058470,952
A255220,953
A051780,954
A049430,955
A023770,956
A019990,957
A007980,958
A037230,959
A009180,960
A111110,961
A140860,962
A035810,963
A237690,964
A002150,965
A009290,966
A040610,967
A048410,968
A010620,969
A016360,970
A068270,971
A351330,972
A004380,973
A348350,974
A066310,975
A000100,976
A102710,977
A080160,978
A029530,979
A143160,980
A192080,981
A001260,982
A081580,983
A100660,984
A139050,985
A236200,986
A018680,987
A038950,988
A211050,989
A017940,990
A021880,991
A331520,992
A065680,993
A030530,994
A087260,995
A012610,996
A085620,997
A066620,998
A049830,999
A185750,1000
A323990,1001
A226440,1002
A015710,1003
A039570,1004
A056190,1005
A090430,1006
A067170,1007
A098460,1008
A012800,1009
A100090,1010
A241770,1011
A036530,1012
A064760,1013
A084670,1014
A003080,1015
A143540,1016
A006910,1017
A002350,1018
A192250,1019
A009200,1020
A060980,1021
A272450,1022
A032350,1023
A096760,1024
A038680,1025
A119500,1026
A069460,1027
A069510,1028
A317400,1029
A019440,1030
A246710,1031
A065170,1032
A012280,1033
A058650,1034
A053300,1035
A348150,1036
A045100,1037
A183190,1038
A245620,1039
A006800,1040
A000370,1041
A086790,1042
A352940,1043
A267850,1044
A111770,1045
A006120,1046
A014440,1047
A004700,1048
A066900,1049
A044820,1050
A009680,1051
A041520,1052
A023350,1053
A066130,1054
A131760,1055
A002920,1056
A160980,1057
A052220,1058
A203400,1059
A068240,1060
A016380,1061
A307180,1062
A104620,1063
A000300,1064
A017040,1065
A073010,1066
A234100,1067
A085660,1068
A069730,1069
A241840,1070
A001070,1071
A002100,1072
A002700,1073
A051630,1074
A072710,1075
A097870,1076
A003780,1077
A096690,1078
A059210,1079
A033920,1080
A378850,1081
A352770,1082
A030520,1083
A060850,1084
A169330,1085
A067160,1086
A036630,1087
A178320,1088
A332570,1089
A048770,1090
A357230,1091
A008930,1092
A189690,1093
A228340,1094
A014710,1095
A263020,1096
A027970,1097
A018310,1098
A005820,1099
A065130,1100
A060560,1101
A115960,1102
A137950,1103
A012630,1104
A136480,1105
A069260,1106
A004270,1107
A267790,1108
A235980,1109
A173940,1110
A019210,1111
A051380,1112
A259630,1113
A344820,1114
A217730,1115
A009320,1116
A002760,1117
A281820,1118
A035420,1119
A008830,1120
A003010,1121
A046210,1122
A019680,1123
A347700,1124
A000810,1125
A109820,1126
A336260,1127
A072470,1128
A004310,1129
A112040,1130
A036690,1131
A009150,1132
A003960,1133
A002790,1134
A009450,1135
A128540,1136
A025550,1137
A054780,1138
A006660,1139
A053290,1140
A006050,1141
A260660,1142
A033640,1143
A000680,1144
A003550,1145
A053050,1146
A084010,1147
A005990,1148
A067080,1149
A195500,1150
A065660,1151
A039490,1152
A054800,1153
A046140,1154
A012170,1155
A089590,1156
A075580,1157
A003470,1158
A026940,1159
A205100,1160
A037070,1161
A027580,1162
A032850,1163
A010140,1164
A104540,1165
A109080,1166
A199820,1167
A327260,1168
A090850,1169
A018670,1170
A141000,1171
A054090,1172
A093240,1173
A036480,1174
A091090,1175
A286940,1176
A054920,1177
A003060,1178
A000400,1179
A226340,1180
A187270,1181
A060570,1182
A036030,1183
A065150,1184
A003350,1185
A034020,1186
A067570,1187
A092730,1188
A001620,1189
A006650,1190
A009620,1191
A044380,1192
A263700,1193
A298380,1194
A064800,1195
A225530,1196
A357780,1197
A001040,1198
A044340,1199
A237880,1200
A033540,1201
A318410,1202
A001740,1203
A008770,1204
A001790,1205
A071200,1206
A004690,1207
A000490,1208
A177830,1209
A297570,1210
A010770,1211
A159580,1212
A180400,1213
A020760,1214
A006890,1215
A007110,1216
A145990,1217
A082660,1218
A007540,1219
A097520,1220
A142210,1221
A088350,1222
A049720,1223
A015260,1224
A160550,1225
A005720,1226
A000700,1227
A023800,1228
A019660,1229
A228850,1230
A224110,1231
A009300,1232
A102120,1233
A180640,1234
A128940,1235
A064960,1236
A061970,1237
A058110,1238
A013990,1239
A078890,1240
A042420,1241
A067920,1242
A046310,1243
A115160,1244
A009190,1245
A008040,1246
A127120,1247
A000880,1248
A018880,1249
A007820,1250
A125210,1251
A068330,1252
A045390,1253
A340440,1254
A033170,1255
A307930,1256
A141080,1257
A090150,1258
A066360,1259
A074600,1260
A036560,1261
A011320,1262
A084180,1263
A008700,1264
A204020,1265
A100790,1266
A004840,1267
A089980,1268
A263690,1269
A330860,1270
A002220,1271
A031330,1272
A051370,1273
A042040,1274
A060540,1275
A312610,1276
A267320,1277
A026040,1278
A307950,1279
A001360,1280
A041930,1281
A208140,1282
A036000,1283
A290740,1284
A006980,1285
A086890,1286
A200470,1287
A010240,1288
A234690,1289
A263920,1290
A019180,1291
A347890,1292
A164060,1293
A059120,1294
A053350,1295
A322780,1296
A000850,1297
A005710,1298
A222420,1299
A029460,1300
A081660,1301
A028300,1302
A299170,1303
A023460,1304
A092870,1305
A319660,1306
A282330,1307
A203650,1308
A032940,1309
A027410,1310
A206640,1311
A117580,1312
A210540,1313
A093370,1314
A036890,1315
A265520,1316
A091990,1317
A333620,1318
A082270,1319
A040160,1320
A005180,1321
A077360,1322
A115310,1323
A153710,1324
A171120,1325
A251270,1326
A007810,1327
A090410,1328
A078150,1329
A042500,1330
A014680,1331
A049960,1332
A133820,1333
A010280,1334
A063080,1335
A069540,1336
A003230,1337
A024830,1338
A126600,1339
A001060,1340
A299030,1341
A021650,1342
A001120,1343
A011930,1344
A021050,1345
A056700,1346
A039610,1347
A024890,1348
A272210,1349
A219420,1350
A025320,1351
A016880,1352
A028050,1353
A011760,1354
A025530,1355
A004490,1356
A005930,1357
A126880,1358
A153460,1359
A089470,1360
A086670,1361
A126640,1362
A170920,1363
A005290,1364
A025770,1365
A298050,1366
A059090,1367
A009160,1368
A011150,1369
A214260,1370
A053980,1371
A236810,1372
A042520,1373
A114810,1374
A095720,1375
A090080,1376
A049480,1377
A222040,1378
A081000,1379
A091580,1380
A043260,1381
A123860,1382
A108230,1383
A189980,1384
A068400,1385
A336370,1386
A094940,1387
A010780,1388
A297890,1389
A059100,1390
A079970,1391
A263540,1392
A092460,1393
A239340,1394
A003310,1395
A009540,1396
A005810,1397
A057030,1398
A024880,1399
A049080,1400
A053610,1401
A002030,1402
A001780,1403
A004560,1404
A001560,1405
A066590,1406
A089790,1407
A083500,1408
A002230,1409
A068790,1410
A032790,1411
A092190,1412
A024740,1413
A093320,1414
A326030,1415
A252990,1416
A001450,1417
A051490,1418
A054620,1419
A014130,1420
A023000,1421
A222800,1422
A353190,1423
A108670,1424
A001380,1425
A052670,1426
A215090,1427
A238490,1428
A238200,1429
A149980,1430
A011420,1431
A072130,1432
A057880,1433
A024840,1434
A065650,1435
A170790,1436
A234300,1437
A077500,1438
A249420,1439
A071670,1440
A060370,1441
A032620,1442
A052690,1443
A196450,1444
A170030,1445
A037330,1446
A277880,1447
A035890,1448
A232140,1449
A214270,1450
A075970,1451
A037030,1452
A068760,1453
A119610,1454
A123750,1455
A196170,1456
A094840,1457
A109610,1458
A082740,1459
A004250,1460
A094480,1461
A106190,1462
A050890,1463
A119850,1464
A053450,1465
A100840,1466
A064850,1467
A282880,1468
A000440,1469
A119650,1470
A011330,1471
A032960,1472
A323280,1473
A308170,1474
A274090,1475
A340930,1476
A000660,1477
A090460,1478
A161580,1479
A039840,1480
A297090,1481
A258610,1482
A242040,1483
A006400,1484
A003570,1485
A003920,1486
A241790,1487
A220260,1488
A004360,1489
A298020,1490
A317330,1491
A071460,1492
A000910,1493
A021820,1494
A086390,1495
A002620,1496
A053160,1497
A041650,1498
A215360,1499
A334970,1500
A080520,1501
A105330,1502
A010820,1503
A126700,1504
A046070,1505
A240810,1506
A110990,1507
A030210,1508
A214430,1509
A290550,1510
A036120,1511
A200350,1512
A251970,1513
A005830,1514
A099320,1515
A108320,1516
A195870,1517
A010040,1518
A053260,1519
A058630,1520
A263800,1521
A086960,1522
A248070,1523
A095610,1524
A035610,1525
A041830,1526
A004370,1527
A000040,1528
A123040,1529
A048910,1530
A009830,1531
A217820,1532
A057680,1533
A060310,1534
A009900,1535
A071970,1536
A294630,1537
A306200,1538
A197140,1539
A101240,1540
A001820,1541
A065350,1542
A099750,1543
A307750,1544
A013030,1545
A332290,1546
A036540,1547
A018500,1548
A373200,1549
A084370,1550
A047310,1551
A058860,1552
A067370,1553
A080220,1554
A009970,1555
A011560,1556
A091120,1557
A140670,1558
A105840,1559
A036170,1560
A071090,1561
A000990,1562
A042660,1563
A077970,1564
A015230,1565
A083420,1566
A303360,1567
A089890,1568
A219130,1569
A010640,1570
A290650,1571
A053270,1572
A051910,1573
A213420,1574
A010120,1575
A008110,1576
A261200,1577
A254120,1578
A090470,1579
A308100,1580
A001940,1581
A262260,1582
A032190,1583
A271560,1584
A195990,1585
A099440,1586
A036200,1587
A088130,1588
A227100,1589
A101330,1590
A353200,1591
A002140,1592
A317530,1593
A214420,1594
A147830,1595
A103140,1596
A039030,1597
A304840,1598
A060280,1599
A351320,1600
A097800,1601
A092200,1602
A048430,1603
A044490,1604
A017900,1605
A064290,1606
A214610,1607
A122690,1608
A355150,1609
A031980,1610
A066570,1611
A008350,1612
A065370,1613
A285490,1614
A005850,1615
A212560,1616
A016740,1617
A047770,1618
A200670,1619
A307280,1620
A052460,1621
A011070,1622
A058430,1623
A042370,1624
A059270,1625
A097780,1626
A036830,1627
A214450,1628
A302430,1629
A009470,1630
A007770,1631
A036930,1632
A051360,1633
A123700,1634
A049070,1635
A175140,1636
A071280,1637
A144960,1638
A204620,1639
A217620,1640
A122640,1641
A287410,1642
A091810,1643
A038870,1644
A114090,1645
A131100,1646
A024120,1647
A098120,1648
A310200,1649
A348210,1650
A064240,1651
A016100,1652
A069920,1653
A101360,1654
A138580,1655
A166090,1656
A225570,1657
A322310,1658
A017370,1659
A041440,1660
A347860,1661
A069410,1662
A054450,1663
A060720,1664
A007530,1665
A036620,1666
A001390,1667
A126340,1668
A054210,1669
A189330,1670
A200710,1671
A121850,1672
A119830,1673
A037270,1674
A094170,1675
A368770,1676
A230980,1677
A068050,1678
A011700,1679
A076080,1680
A040910,1681
A006880,1682
A005010,1683
A047050,1684
A009420,1685
A007860,1686
A217500,1687
A010100,1688
A319400,1689
A006840,1690
A115500,1691
A151860,1692
A013520,1693
A033320,1694
A000430,1695
A204270,1696
A347770,1697
A023440,1698
A101160,1699
A038060,1700
A250060,1701
A115610,1702
A083930,1703
A226400,1704
A053700,1705
A060590,1706
A005490,1707
A300120,1708
A177350,1709
A140410,1710
A010660,1711
A095270,1712
A042940,1713
A014910,1714
A003160,1715
A006260,1716
A073240,1717
A004710,1718
A038010,1719
A031820,1720
A333430,1721
A014620,1722
A024940,1723
A014470,1724
A298040,1725
A134580,1726
A079370,1727
A091590,1728
A064350,1729
A023960,1730
A206400,1731
A112610,1732
A383310,1733
A215100,1734
A211270,1735
A321260,1736
A002680,1737
A082920,1738
A008870,1739
A263770,1740
A025820,1741
A096040,1742
A054950,1743
A086710,1744
A032580,1745
A103590,1746
A066670,1747
A094820,1748
A037440,1749
A340570,1750
A009440,1751
A000760,1752
A043370,1753
A309930,1754
A361610,1755
A011500,1756
A001470,1757
A300080,1758
A054930,1759
A322180,1760
A023160,1761
A277070,1762
A047810,1763
A010600,1764
A005860,1765
A083790,1766
A079550,1767
A192820,1768
A056080,1769
A161000,1770
A049950,1771
A032540,1772
A058850,1773
A017800,1774
A096350,1775
A067310,1776
A019540,1777
A179900,1778
A131970,1779
A241560,1780
A089010,1781
A004100,1782
A214150,1783
A286750,1784
A083310,1785
A012860,1786
A267270,1787
A047560,1788
A033530,1789
A001340,1790
A090360,1791
A078520,1792
A033230,1793
A256940,1794
A290520,1795
A263860,1796
A096640,1797
A032980,1798
A140070,1799
A294090,1800
A227950,1801
A031860,1802
A216080,1803
A033340,1804
A088390,1805
A263600,1806
A008260,1807
A007340,1808
A040300,1809
A101170,1810
A096630,1811
A024810,1812
A251630,1813
A036810,1814
A079170,1815
A085370,1816
A008730,1817
A037950,1818
A255440,1819
A018250,1820
A314930,1821
A045970,1822
A174900,1823
A196300,1824
A241710,1825
A048260,1826
A005160,1827
A003720,1828
A190510,1829
A033240,1830
A004890,1831
A065510,1832
A072770,1833
A322000,1834
A137400,1835
A290670,1836
A080000,1837
A042670,1838
A000250,1839
A083650,1840
A218150,1841
A042700,1842
A036010,1843
A028080,1844
A272110,1845
A298690,1846
A239890,1847
A320000,1848
A317870,1849
A078600,1850
A004920,1851
A016790,1852
A305090,1853
A122870,1854
A022100,1855
A214680,1856
A094360,1857
A228670,1858
A109860,1859
A179290,1860
A113810,1861
A064480,1862
A086900,1863
A003030,1864
A049520,1865
A041020,1866
A298060,1867
A095340,1868
A011690,1869
A150840,1870
A078350,1871
A047400,1872
A064090,1873
A013310,1874
A051980,1875
A064550,1876
A015750,1877
A352820,1878
A041510,1879
A047820,1880
A012030,1881
A011810,1882
A083470,1883
A263810,1884
A095660,1885
A012450,1886
A025560,1887
A083660,1888
A090710,1889
A079810,1890
A145720,1891
A284620,1892
A010690,1893
A365590,1894
A317830,1895
A093640,1896
A352480,1897
A030960,1898
A247540,1899
A035900,1900
A171090,1901
A073640,1902
A108490,1903
A246720,1904
A038110,1905
A322510,1906
A357550,1907
A200880,1908
A018470,1909
A217190,1910
A093520,1911
A101490,1912
A318000,1913
A117730,1914
A037370,1915
A317850,1916
A066970,1917
A011230,1918
A015590,1919
A267260,1920
A053690,1921
A010470,1922
A106080,1923
A123010,1924
A012320,1925
A006740,1926
A019570,1927
A027740,1928
A060230,1929
A001080,1930
A033100,1931
A003610,1932
A058610,1933
A054180,1934
A003620,1935
A003670,1936
A085670,1937
A338220,1938
A214370,1939
A335890,1940
A005950,1941
A024900,1942
A208370,1943
A090370,1944
A304100,1945
A336570,1946
A042600,1947
A118990,1948
A006220,1949
A173130,1950
A290690,1951
A058970,1952
A182360,1953
A121600,1954
A281740,1955
A005420,1956
A074610,1957
A025440,1958
A007660,1959
A363250,1960
A011300,1961
A035080,1962
A052020,1963
A024850,1964
A108860,1965
A003280,1966
A009520,1967
A095500,1968
A005070,1969
A002710,1970
A203690,1971
A178780,1972
A317770,1973
A270520,1974
A064520,1975
A009730,1976
A277810,1977
A035290,1978
A093230,1979
A131400,1980
A007120,1981
A032800,1982
A029480,1983
A006110,1984
A109960,1985
A089140,1986
A114190,1987
A010580,1988
A002900,1989
A234920,1990
A096610,1991
A001440,1992
A001570,1993
A222810,1994
A086520,1995
A145210,1996
A001140,1997
A101390,1998
A073570,1999
A101670,2000
