종목코드,순위
A006340,226
A052460,227
A323990,228
A304100,229
A268600,230
A293780,231
A200670,232
A007660,233
A122870,234
A078130,235
A001470,236
A161000,237
A011000,238
A000230,239
A047920,240
A009410,241
A006040,242
A049480,243
A041460,244
A303360,245
A041020,246
A013580,247
A057030,248
A253840,249
A020760,250
A008260,251
A004440,252
A361610,253
A317850,254
A352770,255
A102460,256
A053590,257
A033560,258
A080720,259
A352700,260
A099220,261
A008730,262
A206560,263
A118990,264
A248170,265
A004920,266
A101360,267
A019180,268
A263050,269
A177350,270
A045660,271
A052690,272
A084110,273
A354200,274
A049950,275
A066310,276
A089030,277
A216050,278
A083650,279
A015590,280
A026890,281
A002460,282
A026940,283
A038620,284
A187870,285
A018880,286
A347890,287
A059270,288
A033640,289
A090370,290
A092780,291
A267270,292
A002220,293
A096040,294
A206640,295
A064800,296
A071460,297
A241840,298
A052600,299
A076080,300
A052790,301
A148250,302
A053580,303
A004910,304
A122450,305
A136490,306
A187420,307
A043910,308
A080160,309
A237880,310
A026040,311
A002710,312
A012280,313
A363260,314
A007700,315
A003610,316
A025560,317
A000890,318
A217270,319
A220100,320
A023800,321
A066670,322
A272210,323
A106080,324
A310200,325
A060720,326
A060280,327
A289080,328
A196170,329
A045970,330
A018700,331
A038460,332
A217620,333
A038070,334
A018000,335
A064350,336
A007110,337
A226330,338
A008110,339
A200780,340
A351330,341
A033540,342
A041960,343
A038390,344
A093370,345
A126560,346
A010470,347
A003850,348
A013700,349
A115180,350
A003070,351
A375500,352
A067280,353
A020560,354
A246960,355
A048530,356
A000390,357
A009540,358
A092190,359
A208340,360
A247660,361
A009200,362
A001020,363
A000080,364
A090470,365
A048260,366
A094170,367
A084010,368
A011200,369
A100700,370
A095700,371
A271980,372
A002380,373
A025750,374
A357230,375
A265520,376
A221840,377
A238200,378
A032820,379
A263800,380
A334970,381
A089590,382
A003780,383
A006740,384
A063440,385
A171010,386
A024070,387
A241690,388
A068270,389
A033100,390
A095660,391
A058400,392
A251270,393
A031510,394
A179290,395
A035760,396
A174900,397
A123420,398
A115390,399
A123010,400
A040300,401
A213420,402
A238090,403
A127710,404
A025530,405
A003580,406
A067570,407
A007610,408
A262840,409
A068290,410
A035290,411
A091990,412
A086900,413
A032750,414
A255220,415
A347700,416
A016250,417
A006110,418
A031310,419
A045060,420
A245620,421
A298540,422
A006280,423
A094860,424
A026960,425
A014910,426
A002200,427
A134790,428
A017810,429
A179900,430
A144510,431
A037950,432
A226400,433
A303030,434
A126600,435
A063160,436
A017960,437
A081000,438
A004360,439
A131290,440
A344820,441
A066130,442
A356890,443
A347770,444
A356860,445
A069730,446
A089790,447
A006490,448
A069460,449
A306200,450
A005390,451
A096610,452
A203400,453
A065440,454
A051630,455
A005250,456
A008350,457
A004770,458
A002920,459
A023440,460
A081660,461
A002630,462
A069620,463
A011500,464
A330860,465
A001430,466
A014160,467
A027050,468
A284620,469
A009440,470
A012340,471
A001940,472
A108230,473
A248070,474
A000670,475
A013520,476
A065150,477
A002290,478
A052710,479
A023460,480
A074430,481
A103840,482
A006880,483
A019440,484
A030610,485
A030530,486
A018250,487
A131970,488
A002140,489
A064820,490
A097780,491
A024090,492
A037070,493
A184230,494
A139050,495
A054210,496
A052300,497
A196300,498
A195870,499
A091580,500
A004000,501
A064090,502
A009320,503
A002100,504
A109080,505
A158430,506
A090430,507
A097800,508
A205470,509
A020150,510
A036090,511
A234300,512
A071090,513
A323280,514
A222810,515
A019590,516
A170900,517
A007720,518
A009900,519
A138040,520
A148150,521
A117580,522
A099320,523
A001520,524
A267790,525
A033310,526
A001680,527
A005880,528
A048430,529
A219130,530
A019540,531
A077360,532
A185750,533
A010780,534
A019990,535
A046120,536
A351320,537
A013810,538
A383310,539
A010280,540
A058470,541
A318010,542
A150900,543
A028100,544
A239340,545
A000910,546
A363280,547
A285490,548
A227950,549
A015750,550
A049520,551
A013570,552
A130500,553
A003920,554
A101330,555
A105630,556
A192080,557
A101490,558
A099750,559
A019660,560
A011930,561
A115960,562
A069110,563
A104460,564
A005960,565
A340930,566
A092200,567
A049960,568
A214260,569
A043370,570
A080470,571
A114190,572
A079960,573
A127120,574
A080420,575
A016090,576
A054540,577
A060250,578
A053350,579
A005690,580
A102260,581
A147830,582
A241710,583
A001630,584
A053030,585
A095610,586
A142280,587
A003960,588
A001000,589
A192250,590
A008770,591
A108490,592
A200350,593
A049430,594
A302440,595
A238490,596
A226340,597
A047560,598
A365590,599
A027410,600
A024810,601
A032620,602
A024740,603
A042370,604
A220260,605
A057050,606
A294870,607
A012690,608
A118000,609
A038880,610
A033130,611
A079550,612
A025900,613
A267320,614
A119830,615
A100790,616
A059090,617
A332570,618
A053980,619
A004410,620
A317240,621
A322000,622
A115440,623
A203650,624
A082640,625
A123750,626
A290380,627
A000680,628
A082850,629
A004100,630
A078350,631
A008930,632
A173940,633
A094940,634
A007590,635
A037030,636
A338220,637
A290520,638
A042420,639
A041910,640
A138080,641
A000320,642
A053450,643
A031330,644
A201490,645
A054040,646
A012200,647
A042110,648
A260970,649
A092440,650
A011370,651
A011320,652
A036190,653
A228340,654
A012160,655
A018120,656
A255440,657
A072770,658
A084650,659
A013870,660
A214150,661
A012800,662
A130580,663
A048550,664
A033530,665
A243070,666
A029480,667
A068330,668
A215200,669
A001750,670
A000040,671
A003200,672
A088350,673
A033290,674
A006840,675
A332370,676
A321260,677
A006120,678
A032300,679
A142210,680
A105840,681
A060230,682
A025880,683
A102940,684
A187270,685
A192820,686
A084850,687
A282330,688
A084370,689
A164060,690
A035890,691
A052260,692
A040910,693
A119860,694
A007690,695
A336570,696
A290670,697
A047770,698
A013890,699
A004960,700
A298040,701
A101930,702
A071200,703
A022220,704
A104480,705
A041830,706
A175140,707
A038290,708
A048910,709
A034220,710
A041510,711
A090080,712
A333620,713
A094850,714
A105330,715
A036540,716
A142760,717
A009270,718
A047080,719
A036570,720
A012610,721
A122990,722
A032980,723
A114450,724
A115450,725
A090850,726
A092220,727
A043610,728
A021880,729
A347860,730
A032500,731
A180640,732
A246710,733
A319660,734
A016740,735
A254120,736
A339770,737
A060900,738
A030350,739
A014620,740
A279600,741
A044820,742
A000150,743
A115500,744
A065710,745
A256630,746
A262260,747
A005740,748
A083930,749
A052400,750
A137400,751
A002390,752
A189690,753
A005090,754
A013990,755
A120240,756
A001340,757
A317870,758
A066970,759
A001200,760
A094820,761
A264900,762
A091340,763
A055490,764
A001380,765
A104040,766
A034940,767
A080010,768
A018620,769
A024840,770
A302550,771
A028080,772
A036810,773
A004870,774
A033340,775
A085810,776
A034120,777
A086890,778
A006910,779
A011230,780
A212560,781
A036580,782
A100130,783
A200230,784
A015710,785
A071050,786
A314130,787
A263860,788
A222420,789
A089600,790
A024880,791
A133750,792
A012750,793
A011390,794
A232140,795
A007160,796
A038010,797
A042600,798
A005870,799
A119500,800
A001810,801
A005360,802
A214370,803
A001840,804
A093240,805
A005850,806
A062860,807
A046440,808
A123860,809
A071320,810
A136480,811
A060240,812
A003470,813
A042660,814
A063570,815
A021050,816
A004590,817
A111710,818
A001550,819
A002450,820
A242040,821
A317330,822
A002020,823
A335810,824
A287410,825
A073110,826
A078590,827
A065530,828
A056700,829
A051360,830
A121440,831
A051900,832
A221980,833
A011210,834
A011810,835
A053160,836
A065130,837
A072870,838
A011150,839
A027970,840
A060380,841
A214420,842
A140860,843
A335890,844
A178920,845
A004830,846
A034020,847
A015860,848
A097230,849
A294570,850
A319400,851
A034730,852
A109610,853
A359090,854
A068790,855
A110790,856
A055550,857
A138490,858
A200880,859
A143240,860
A035420,861
A171090,862
A038950,863
A348350,864
A000370,865
A298020,866
A009470,867
A060310,868
A075970,869
A017000,870
A051370,871
A089970,872
A126340,873
A230240,874
A122640,875
A131370,876
A004170,877
A052860,878
A066410,879
A053800,880
A340570,881
A020120,882
A079430,883
A039030,884
A002990,885
A229640,886
A012790,887
A215000,888
A191420,889
A046940,890
A224110,891
A021320,892
A170030,893
A088290,894
A064260,895
A298690,896
A217190,897
A067900,898
A195500,899
A161390,900
A143540,901
A003240,902
A071280,903
A203450,904
A246690,905
A024720,906
A053610,907
A059120,908
A027360,909
A049830,910
A094970,911
A014280,912
A049800,913
A094280,914
A000720,915
A069410,916
A095570,917
A088910,918
A036830,919
A023530,920
A000500,921
A010240,922
A067000,923
A025540,924
A083500,925
A041190,926
A086450,927
A189860,928
A085370,929
A016600,930
A314930,931
A086040,932
A003090,933
A033230,934
A069080,935
A002230,936
A042000,937
A092070,938
A051380,939
A317830,940
A001390,941
A241590,942
A208140,943
A163560,944
A006370,945
A004650,946
A005500,947
A089980,948
A096760,949
A336260,950
A016450,951
A270660,952
A029460,953
A002310,954
A170790,955
A206650,956
A021080,957
A021650,958
A145990,959
A078070,960
A004090,961
A003160,962
A159580,963
A192440,964
A204320,965
A260930,966
A090360,967
A097870,968
A036630,969
A237690,970
A061970,971
A017550,972
A067990,973
A053210,974
A160550,975
A222800,976
A002780,977
A002170,978
A051910,979
A288330,980
A066570,981
A014440,982
A000540,983
A313760,984
A014710,985
A002840,986
A005720,987
A037350,988
A129260,989
A145020,990
A092870,991
A068760,992
A039290,993
A147760,994
A228850,995
A326030,996
A086390,997
A018500,998
A003480,999
A051500,1000
A131030,1001
A112610,1002
A100660,1003
A236810,1004
A277070,1005
A085910,1006
A122690,1007
A000070,1008
A046070,1009
A140070,1010
A001780,1011
A033270,1012
A189980,1013
A049070,1014
A007770,1015
A009150,1016
A003080,1017
A037270,1018
A272450,1019
A219420,1020
A043650,1021
A092230,1022
A023000,1023
A250060,1024
A214430,1025
A124560,1026
A014570,1027
A318020,1028
A008040,1029
A111770,1030
A000760,1031
A000300,1032
A234080,1033
A263750,1034
A298380,1035
A203690,1036
A001560,1037
A084670,1038
A032560,1039
A105740,1040
A010050,1041
A011420,1042
A095910,1043
A073010,1044
A251370,1045
A004690,1046
A186230,1047
A214450,1048
A023810,1049
A032580,1050
A035900,1051
A143160,1052
A150840,1053
A101170,1054
A277410,1055
A222080,1056
A357550,1057
A010960,1058
A001040,1059
A063080,1060
A169330,1061
A026150,1062
A015260,1063
A353810,1064
A101730,1065
A123410,1066
A322780,1067
A010690,1068
A009460,1069
A032860,1070
A114810,1071
A006360,1072
A104830,1073
A102710,1074
A131760,1075
A272550,1076
A017480,1077
A023150,1078
A095270,1079
A004710,1080
A109740,1081
A003520,1082
A054050,1083
A000660,1084
A067370,1085
A036530,1086
A004490,1087
A042520,1088
A089010,1089
A037330,1090
A005750,1091
A003570,1092
A304840,1093
A097520,1094
A204840,1095
A053270,1096
A008870,1097
A352940,1098
A069510,1099
A040610,1100
A049720,1101
A053700,1102
A126880,1103
A014580,1104
A005290,1105
A119850,1106
A170920,1107
A199820,1108
A217500,1109
A001130,1110
A286940,1111
A204020,1112
A317400,1113
A065450,1114
A024060,1115
A294140,1116
A316140,1117
A086670,1118
A140670,1119
A087010,1120
A001290,1121
A105560,1122
A014990,1123
A001740,1124
A054450,1125
A000590,1126
A002800,1127
A039020,1128
A035000,1129
A017650,1130
A052220,1131
A086960,1132
A103140,1133
A299030,1134
A133820,1135
A017670,1136
A001120,1137
A263690,1138
A004310,1139
A180400,1140
A003350,1141
A002210,1142
A019010,1143
A019570,1144
A273060,1145
A005830,1146
A045390,1147
A288620,1148
A214320,1149
A101240,1150
A263600,1151
A234340,1152
A066910,1153
A053300,1154
A263720,1155
A378850,1156
A008830,1157
A048410,1158
A070960,1159
A030190,1160
A153460,1161
A002150,1162
A222980,1163
A226950,1164
A102120,1165
A065680,1166
A033320,1167
A210980,1168
A051780,1169
A355150,1170
A000270,1171
A271560,1172
A225190,1173
A228760,1174
A001540,1175
A047310,1176
A108320,1177
A000970,1178
A071970,1179
A065370,1180
A046140,1181
A086790,1182
A039010,1183
A058610,1184
A032960,1185
A290690,1186
A267260,1187
A210540,1188
A004700,1189
A289010,1190
A060850,1191
A048870,1192
A005710,1193
A007980,1194
A006890,1195
A093050,1196
A200470,1197
A033240,1198
A032640,1199
A214610,1200
A168330,1201
A036640,1202
A009680,1203
A003220,1204
A256150,1205
A012860,1206
A014820,1207
A009620,1208
A016360,1209
A028260,1210
A003380,1211
A022100,1212
A023160,1213
A098460,1214
A002790,1215
A321550,1216
A100840,1217
A081150,1218
A030520,1219
A318000,1220
A183300,1221
A033830,1222
A083550,1223
A014130,1224
A032830,1225
A099520,1226
A286750,1227
A270870,1228
A190650,1229
A054780,1230
A009160,1231
A077500,1232
A058110,1233
A002030,1234
A085660,1235
A039130,1236
A084690,1237
A039830,1238
A036620,1239
A015890,1240
A000860,1241
A094480,1242
A002760,1243
A035610,1244
A034310,1245
A017180,1246
A050120,1247
A005820,1248
A215100,1249
A322180,1250
A094840,1251
A033180,1252
A001800,1253
A318410,1254
A036000,1255
A215600,1256
A016610,1257
A051600,1258
A028050,1259
A027740,1260
A004450,1261
A034830,1262
A123890,1263
A215790,1264
A003230,1265
A000240,1266
A004890,1267
A277880,1268
A010170,1269
A028670,1270
A010100,1271
A009830,1272
A016800,1273
A161890,1274
A008970,1275
A083310,1276
A009450,1277
A000430,1278
A005380,1279
A035600,1280
A082660,1281
A073240,1282
A348030,1283
A003410,1284
A063170,1285
A080520,1286
A340440,1287
A005940,1288
A320000,1289
A125210,1290
A322310,1291
A200130,1292
A302430,1293
A122350,1294
A039490,1295
A072020,1296
A333430,1297
A084730,1298
A044340,1299
A223250,1300
A057540,1301
A000700,1302
A010580,1303
A024830,1304
A002720,1305
A225570,1306
A005440,1307
A078930,1308
A141000,1309
A008370,1310
A038500,1311
A199800,1312
A050960,1313
A093190,1314
A000950,1315
A078140,1316
A096350,1317
A205100,1318
A009290,1319
A214390,1320
A042500,1321
A036670,1322
A083450,1323
A024910,1324
A044450,1325
A278280,1326
A153710,1327
A369370,1328
A348210,1329
A196490,1330
A039420,1331
A000250,1332
A004270,1333
A035460,1334
A038060,1335
A007810,1336
A007530,1337
A035150,1338
A039560,1339
A383800,1340
A010620,1341
A092730,1342
A096630,1343
A054670,1344
A004080,1345
A053280,1346
A311690,1347
A097950,1348
A007340,1349
A161580,1350
A353190,1351
A047050,1352
A014470,1353
A126700,1354
A064480,1355
A042670,1356
A312610,1357
A010820,1358
A272290,1359
A101160,1360
A056190,1361
A264450,1362
A029960,1363
A204620,1364
A024890,1365
A005670,1366
A160980,1367
A265560,1368
A023590,1369
A008490,1370
A053260,1371
A211270,1372
A024900,1373
A010120,1374
A205500,1375
A067830,1376
A155660,1377
A080580,1378
A000880,1379
A017900,1380
A337930,1381
A014790,1382
A308170,1383
A213500,1384
A004380,1385
A226440,1386
A108380,1387
A036480,1388
A050110,1389
A128820,1390
A058650,1391
A099190,1392
A265740,1393
A069920,1394
A025320,1395
A001720,1396
A139480,1397
A014830,1398
A241520,1399
A352480,1400
A031440,1401
A281820,1402
A244920,1403
A115310,1404
A000990,1405
A091090,1406
A298050,1407
A163730,1408
A215090,1409
A009300,1410
A014680,1411
A089890,1412
A017940,1413
A002700,1414
A064760,1415
A019210,1416
A087260,1417
A002320,1418
A217820,1419
A007330,1420
A009420,1421
A234690,1422
A052020,1423
A308100,1424
A038870,1425
A004780,1426
A036690,1427
A007070,1428
A010140,1429
A078160,1430
A128660,1431
A300080,1432
A002810,1433
A128940,1434
A054950,1435
A025980,1436
A025950,1437
A035250,1438
A002360,1439
A017510,1440
A003490,1441
A021240,1442
A004990,1443
A010770,1444
A114090,1445
A272110,1446
A036120,1447
A049080,1448
A003550,1449
A092040,1450
A008060,1451
A006260,1452
A100250,1453
A241790,1454
A025820,1455
A010060,1456
A100030,1457
A204270,1458
A011330,1459
A122900,1460
A084680,1461
A039570,1462
A281740,1463
A039860,1464
A003830,1465
A267290,1466
A123690,1467
A284740,1468
A052900,1469
A002600,1470
A049120,1471
A001620,1472
A003460,1473
A043150,1474
A006570,1475
A115480,1476
A060370,1477
A039200,1478
A003300,1479
A123040,1480
A004370,1481
A067920,1482
A001260,1483
A023600,1484
A059210,1485
A253590,1486
A282880,1487
A030200,1488
A056730,1489
A145720,1490
A225220,1491
A138610,1492
A006060,1493
A089470,1494
A032850,1495
A085670,1496
A006090,1497
A021820,1498
A018670,1499
A198440,1500
A113810,1501
A100120,1502
A139130,1503
A100590,1504
A004840,1505
A100220,1506
A011040,1507
A009780,1508
A016790,1509
A261200,1510
A086820,1511
A000440,1512
A001820,1513
A194370,1514
A053620,1515
A033780,1516
A023450,1517
A011300,1518
A299170,1519
A004980,1520
A016710,1521
A000520,1522
A092130,1523
A007390,1524
A000650,1525
A249420,1526
A057680,1527
A004540,1528
A330350,1529
A058820,1530
A006980,1531
A005930,1532
A092300,1533
A003010,1534
A008250,1535
A336370,1536
A054920,1537
A280360,1538
A079940,1539
A263700,1540
A091700,1541
A043340,1542
A175330,1543
A079980,1544
A222110,1545
A000050,1546
A120030,1547
A032790,1548
A226320,1549
A006400,1550
A267250,1551
A182400,1552
A227840,1553
A263770,1554
A103590,1555
A008700,1556
A009580,1557
A045300,1558
A019770,1559
A079370,1560
A149950,1561
A008420,1562
A074600,1563
A238120,1564
A046390,1565
A002620,1566
A000490,1567
A014970,1568
A012330,1569
A090460,1570
A018260,1571
A293580,1572
A082270,1573
A012630,1574
A003030,1575
A007310,1576
A001880,1577
A034950,1578
A005680,1579
A067080,1580
A033200,1581
A043260,1582
A307180,1583
A075180,1584
A290550,1585
A264660,1586
A009070,1587
A000810,1588
A083790,1589
A036420,1590
A297890,1591
A005610,1592
A039310,1593
A001070,1594
A307930,1595
A104620,1596
A214680,1597
A050890,1598
A069960,1599
A024950,1600
A001450,1601
A009770,1602
A260660,1603
A023760,1604
A024940,1605
A060560,1606
A104540,1607
A054800,1608
A088390,1609
A307870,1610
A000640,1611
A011070,1612
A137950,1613
A044490,1614
A071670,1615
A005110,1616
A111110,1617
A005300,1618
A010130,1619
A033170,1620
A122310,1621
A018290,1622
A194480,1623
A056360,1624
A218150,1625
A094360,1626
A123570,1627
A143210,1628
A166480,1629
A041440,1630
A060590,1631
A044960,1632
A004140,1633
A131090,1634
A177830,1635
A106190,1636
A047400,1637
A290120,1638
A031980,1639
A228670,1640
A171120,1641
A001270,1642
A173130,1643
A200710,1644
A306620,1645
A073560,1646
A039340,1647
A005180,1648
A009970,1649
A196450,1650
A006390,1651
A107590,1652
A331520,1653
A003540,1654
A054090,1655
A068240,1656
A009180,1657
A066360,1658
A016880,1659
A041590,1660
A024120,1661
A086280,1662
A192650,1663
A290740,1664
A017890,1665
A064290,1666
A092460,1667
A064960,1668
A218410,1669
A047810,1670
A267980,1671
A034810,1672
A015360,1673
A014190,1674
A041650,1675
A009810,1676
A085310,1677
A091120,1678
A002960,1679
A032940,1680
A041930,1681
A030210,1682
A044060,1683
A023910,1684
A117730,1685
A259630,1686
A139670,1687
A211050,1688
A251970,1689
A058630,1690
A061250,1691
A023350,1692
A051490,1693
A024800,1694
A038540,1695
A093920,1696
A036560,1697
A072470,1698
A252990,1699
A085620,1700
A040420,1701
A067160,1702
A039610,1703
A035620,1704
A036890,1705
A077970,1706
A000220,1707
A052330,1708
A104700,1709
A052420,1710
A293480,1711
A006140,1712
A241770,1713
A024110,1714
A243840,1715
A000100,1716
A045100,1717
A096770,1718
A007210,1719
A061040,1720
A036460,1721
A189300,1722
A041520,1723
A046890,1724
A011760,1725
A079170,1726
A048770,1727
A090710,1728
A013030,1729
A036800,1730
A002350,1731
A236200,1732
A065950,1733
A029530,1734
A067630,1735
A102280,1736
A065560,1737
A246720,1738
A065660,1739
A016580,1740
A029780,1741
A015230,1742
A239610,1743
A307280,1744
A005490,1745
A053290,1746
A068050,1747
A214180,1748
A352820,1749
A003800,1750
A225530,1751
A038680,1752
A317120,1753
A035080,1754
A274090,1755
A001250,1756
A011560,1757
A079160,1758
A134380,1759
A011780,1760
A056080,1761
A065510,1762
A003060,1763
A034590,1764
A101530,1765
A046310,1766
A138580,1767
A267850,1768
A166090,1769
A006620,1770
A066700,1771
A005430,1772
A001460,1773
A001140,1774
A282690,1775
A230360,1776
A002240,1777
A036030,1778
A155650,1779
A035810,1780
A018680,1781
A207940,1782
A039840,1783
A000210,1784
A010600,1785
A033500,1786
A003720,1787
A036170,1788
A065350,1789
A003650,1790
A049180,1791
A072130,1792
A004560,1793
A006800,1794
A140520,1795
A011280,1796
A081580,1797
A078000,1798
A010640,1799
A013120,1800
A001060,1801
A072710,1802
A039240,1803
A023900,1804
A082740,1805
A076610,1806
A124500,1807
A049550,1808
A004720,1809
A036710,1810
A004970,1811
A037440,1812
A069540,1813
A068930,1814
A020000,1815
A005950,1816
A311390,1817
A006200,1818
A058860,1819
A039440,1820
A095190,1821
A007280,1822
A090350,1823
A034230,1824
A300120,1825
A258610,1826
A001790,1827
A018310,1828
A057880,1829
A004430,1830
A223310,1831
A010040,1832
A006580,1833
A027580,1834
A002690,1835
A160600,1836
A109070,1837
A257370,1838
A065650,1839
A012600,1840
A015540,1841
A069260,1842
A251630,1843
A195990,1844
A222040,1845
A033160,1846
A087600,1847
A336060,1848
A083660,1849
A080220,1850
A084990,1851
A083420,1852
A082920,1853
A220180,1854
A332290,1855
A017800,1856
A002880,1857
A080000,1858
A003310,1859
A131100,1860
A256940,1861
A016100,1862
A036010,1863
A078340,1864
A004150,1865
A131220,1866
A004020,1867
A339950,1868
A017370,1869
A003690,1870
A253450,1871
A078890,1872
A003530,1873
A034300,1874
A088130,1875
A054620,1876
A032350,1877
A240810,1878
A095340,1879
A025860,1880
A095720,1881
A096240,1882
A000850,1883
A096640,1884
A099440,1885
A353200,1886
A109820,1887
A100090,1888
A368770,1889
A230980,1890
A000140,1891
A232680,1892
A001080,1893
A027710,1894
A015760,1895
A119650,1896
A031860,1897
A089850,1898
A019550,1899
A347740,1900
A019680,1901
A090410,1902
A001510,1903
A001230,1904
A001500,1905
A031820,1906
A119610,1907
A115160,1908
A027830,1909
A023410,1910
A089150,1911
A216080,1912
A215360,1913
A047040,1914
A064850,1915
A153490,1916
A278650,1917
A047820,1918
A297570,1919
A193250,1920
A010660,1921
A049630,1922
A006730,1923
A010950,1924
A046210,1925
A299660,1926
A011170,1927
A043590,1928
A007370,1929
A025000,1930
A066900,1931
A058970,1932
A009190,1933
A181710,1934
A053690,1935
A058730,1936
A058850,1937
A187220,1938
A290650,1939
A007680,1940
A059100,1941
A050860,1942
A060540,1943
A060570,1944
A007820,1945
A049770,1946
A268280,1947
A044380,1948
A000020,1949
A037460,1950
A037760,1951
A309930,1952
A138930,1953
A263810,1954
A141080,1955
A012450,1956
A206400,1957
A005810,1958
A067310,1959
A012700,1960
A011790,1961
A014530,1962
A214330,1963
A036200,1964
A006050,1965
A067290,1966
A067170,1967
A040160,1968
A073640,1969
A040350,1970
A069640,1971
A241560,1972
A000400,1973
A007860,1974
A217730,1975
A006650,1976
A307950,1977
A264850,1978
A075580,1979
A144960,1980
A078020,1981
A123700,1982
A005990,1983
A030000,1984
A078150,1985
A009240,1986
A017040,1987
A037560,1988
A000120,1989
A001360,1990
A078520,1991
A136540,1992
A093320,1993
A000180,1994
A239890,1995
A149980,1996
A190510,1997
A025770,1998
A082800,1999
A086520,2000
