종목코드,순위
A016590,311
A055550,312
A102940,313
A005290,314
A089980,315
A041830,316
A015360,317
A039840,318
A012510,319
A100120,320
A002310,321
A097520,322
A290650,323
A336260,324
A375500,325
A285490,326
A114190,327
A028050,328
A115310,329
A192440,330
A025560,331
A084370,332
A079370,333
A036190,334
A003800,335
A064350,336
A286940,337
A108860,338
A000950,339
A036830,340
A042660,341
A073570,342
A095500,343
A099750,344
A053690,345
A029780,346
A016800,347
A200670,348
A294090,349
A009520,350
A085370,351
A042420,352
A053610,353
A013890,354
A091120,355
A294570,356
A089010,357
A051500,358
A003960,359
A005090,360
A030200,361
A054930,362
A181710,363
A222800,364
A063160,365
A300080,366
A003350,367
A023910,368
A298540,369
A036810,370
A000880,371
A008490,372
A248170,373
A047050,374
A083450,375
A004990,376
A239890,377
A071320,378
A001430,379
A248070,380
A094360,381
A230240,382
A007070,383
A000480,384
A073490,385
A000860,386
A001120,387
A104830,388
A037370,389
A330860,390
A042700,391
A214260,392
A009770,393
A006220,394
A034590,395
A234920,396
A091580,397
A100030,398
A214150,399
A020000,400
A338220,401
A237880,402
A216080,403
A006980,404
A074600,405
A096610,406
A182360,407
A084850,408
A101160,409
A006740,410
A140410,411
A005820,412
A001060,413
A218410,414
A036460,415
A001940,416
A000760,417
A039200,418
A143160,419
A036800,420
A095610,421
A090460,422
A211270,423
A284740,424
A219130,425
A009420,426
A013030,427
A179900,428
A009470,429
A298380,430
A200710,431
A214430,432
A018250,433
A069260,434
A353200,435
A003490,436
A226950,437
A011500,438
A009900,439
A236200,440
A265520,441
A096530,442
A007770,443
A241840,444
A029460,445
A068290,446
A079810,447
A100840,448
A033270,449
A361390,450
A317330,451
A064290,452
A319660,453
A036420,454
A189330,455
A048410,456
A314130,457
A000080,458
A272110,459
A210980,460
A006840,461
A054950,462
A084110,463
A225570,464
A174900,465
A081000,466
A060720,467
A065660,468
A005500,469
A288620,470
A001270,471
A235980,472
A102710,473
A267290,474
A033640,475
A006360,476
A114090,477
A281820,478
A143240,479
A200130,480
A340930,481
A065370,482
A011200,483
A038290,484
A200880,485
A118990,486
A002320,487
A126700,488
A082920,489
A001530,490
A239610,491
A034300,492
A016250,493
A052020,494
A322310,495
A002240,496
A054450,497
A092730,498
A023590,499
A026960,500
A151860,501
A031430,502
A363250,503
A187870,504
A158430,505
A271980,506
A089600,507
A002020,508
A110790,509
A251970,510
A080160,511
A083930,512
A010470,513
A263720,514
A100090,515
A007700,516
A274090,517
A065710,518
A272550,519
A200350,520
A161000,521
A096240,522
A032300,523
A001680,524
A318020,525
A093050,526
A067310,527
A148150,528
A080580,529
A178320,530
A215360,531
A066620,532
A004430,533
A079960,534
A117730,535
A011760,536
A015760,537
A023160,538
A036930,539
A000440,540
A038390,541
A010690,542
A065510,543
A092070,544
A318000,545
A092040,546
A052400,547
A102460,548
A009300,549
A234340,550
A301300,551
A190510,552
A105630,553
A289220,554
A013580,555
A308170,556
A004560,557
A138080,558
A322180,559
A007570,560
A249420,561
A032500,562
A217330,563
A001800,564
A216050,565
A125210,566
A069080,567
A317830,568
A120240,569
A000500,570
A260970,571
A035250,572
A034020,573
A034220,574
A347770,575
A042520,576
A270520,577
A281740,578
A001550,579
A030000,580
A272450,581
A033100,582
A006390,583
A016790,584
A048910,585
A302430,586
A083310,587
A019170,588
A089590,589
A036530,590
A033160,591
A140670,592
A270660,593
A115960,594
A226320,595
A170790,596
A016580,597
A092130,598
A006890,599
A262260,600
A032960,601
A348150,602
A035080,603
A297890,604
A019440,605
A002200,606
A047920,607
A045100,608
A082270,609
A005250,610
A037070,611
A098460,612
A007810,613
A272210,614
A044490,615
A018120,616
A192400,617
A086450,618
A109080,619
A084670,620
A039290,621
A030520,622
A149950,623
A078160,624
A356860,625
A035510,626
A228760,627
A034230,628
A049960,629
A106190,630
A018310,631
A063170,632
A079160,633
A093370,634
A163730,635
A052710,636
A002390,637
A024720,638
A241790,639
A138610,640
A004380,641
A079170,642
A123860,643
A053580,644
A004080,645
A263600,646
A054800,647
A086670,648
A094820,649
A160980,650
A101730,651
A317870,652
A327260,653
A084010,654
A022100,655
A246710,656
A306040,657
A003380,658
A040910,659
A293480,660
A173130,661
A317850,662
A105330,663
A086390,664
A086820,665
A333620,666
A003220,667
A267850,668
A054210,669
A347860,670
A255440,671
A293580,672
A002810,673
A001880,674
A084730,675
A023900,676
A020560,677
A179290,678
A024090,679
A277880,680
A264660,681
A302550,682
A064480,683
A085660,684
A036010,685
A221980,686
A136540,687
A298060,688
A241710,689
A003090,690
A264450,691
A214180,692
A006040,693
A060280,694
A094280,695
A065350,696
A348350,697
A196300,698
A079940,699
A071670,700
A279600,701
A104540,702
A003540,703
A191420,704
A222080,705
A078350,706
A077970,707
A138580,708
A051360,709
A036560,710
A294870,711
A089890,712
A047560,713
A170920,714
A074610,715
A297090,716
A001230,717
A028100,718
A211050,719
A060590,720
A206640,721
A093520,722
A035600,723
A068240,724
A003070,725
A223250,726
A194370,727
A247660,728
A119860,729
A263860,730
A078070,731
A034310,732
A002620,733
A256940,734
A060250,735
A101390,736
A356890,737
A228850,738
A000240,739
A014620,740
A006660,741
A282690,742
A234080,743
A052260,744
A007660,745
A123420,746
A259630,747
A054620,748
A263690,749
A199820,750
A001560,751
A265560,752
A224110,753
A072870,754
A210540,755
A038070,756
A035290,757
A065680,758
A290690,759
A251370,760
A039440,761
A246720,762
A178780,763
A067370,764
A351330,765
A023810,766
A089850,767
A217190,768
A003300,769
A017960,770
A036480,771
A241770,772
A136510,773
A077500,774
A093640,775
A050960,776
A227840,777
A089970,778
A007390,779
A071840,780
A046890,781
A032350,782
A316140,783
A051370,784
A033500,785
A072020,786
A030190,787
A000490,788
A045970,789
A161580,790
A025770,791
A017890,792
A251630,793
A105740,794
A108380,795
A225190,796
A347890,797
A015750,798
A122640,799
A230360,800
A106080,801
A032640,802
A261200,803
A088130,804
A102120,805
A363280,806
A141000,807
A250000,808
A083420,809
A206560,810
A044340,811
A031980,812
A036890,813
A220260,814
A066310,815
A025950,816
A290550,817
A348030,818
A049830,819
A108230,820
A115180,821
A000050,822
A002100,823
A067630,824
A003620,825
A232680,826
A213500,827
A094940,828
A004090,829
A099190,830
A119830,831
A115500,832
A017810,833
A041930,834
A182400,835
A092870,836
A042670,837
A060850,838
A304840,839
A004970,840
A016380,841
A094850,842
A083500,843
A208370,844
A241820,845
A059090,846
A186230,847
A321550,848
A078520,849
A004650,850
A313760,851
A091590,852
A122900,853
A090470,854
A049720,855
A318410,856
A011560,857
A059120,858
A007860,859
A023600,860
A138490,861
A004980,862
A024110,863
A000320,864
A005680,865
A153460,866
A192650,867
A003570,868
A043370,869
A030960,870
A037440,871
A018880,872
A053030,873
A006370,874
A053080,875
A023800,876
A101930,877
A009680,878
A019990,879
A058630,880
A052330,881
A078000,882
A001260,883
A175140,884
A005800,885
A036670,886
A305090,887
A287410,888
A034810,889
A294140,890
A037460,891
A217820,892
A257370,893
A086040,894
A002350,895
A002460,896
A204270,897
A049430,898
A054670,899
A110990,900
A105840,901
A005940,902
A000140,903
A032560,904
A352770,905
A170030,906
A067080,907
A045660,908
A054050,909
A001750,910
A000910,911
A115440,912
A203400,913
A005990,914
A095700,915
A078890,916
A299900,917
A089790,918
A159580,919
A005690,920
A042000,921
A104620,922
A017650,923
A000020,924
A136490,925
A265740,926
A036200,927
A024830,928
A044820,929
A264900,930
A025860,931
A051490,932
A126600,933
A238120,934
A054780,935
A217270,936
A001500,937
A011810,938
A042370,939
A175330,940
A097870,941
A300120,942
A114810,943
A300720,944
A048430,945
A153710,946
A090350,947
A069510,948
A064850,949
A339770,950
A226330,951
A015890,952
A131400,953
A066670,954
A336570,955
A039570,956
A038010,957
A238200,958
A071280,959
A267790,960
A383800,961
A068400,962
A014580,963
A053160,964
A357230,965
A060150,966
A091700,967
A028080,968
A277070,969
A046140,970
A290740,971
A006090,972
A003850,973
A002150,974
A330350,975
A061970,976
A067900,977
A103590,978
A190650,979
A012790,980
A041910,981
A094170,982
A322510,983
A021820,984
A317530,985
A005160,986
A039010,987
A082740,988
A194700,989
A003000,990
A073110,991
A111110,992
A183190,993
A045520,994
A311390,995
A293780,996
A006730,997
A117580,998
A059100,999
A288330,1000
A270870,1001
A053620,1002
A033530,1003
A078140,1004
A007330,1005
A006880,1006
A008250,1007
A035150,1008
A039830,1009
A032540,1010
A122310,1011
A256150,1012
A044450,1013
A225220,1014
A263800,1015
A263700,1016
A189690,1017
A164060,1018
A212560,1019
A001540,1020
A234690,1021
A003610,1022
A038110,1023
A067920,1024
A008260,1025
A007820,1026
A041440,1027
A026150,1028
A111710,1029
A087600,1030
A083650,1031
A246960,1032
A180400,1033
A003690,1034
A060370,1035
A166480,1036
A008110,1037
A101170,1038
A137950,1039
A253840,1040
A011230,1041
A290520,1042
A086710,1043
A047820,1044
A052790,1045
A041960,1046
A003160,1047
A079430,1048
A148250,1049
A085670,1050
A011040,1051
A303360,1052
A150900,1053
A104700,1054
A094840,1055
A084690,1056
A048530,1057
A241590,1058
A072990,1059
A087010,1060
A000970,1061
A084990,1062
A056080,1063
A262840,1064
A051380,1065
A089030,1066
A023770,1067
A004910,1068
A056360,1069
A000520,1070
A012630,1071
A023150,1072
A020120,1073
A024900,1074
A308100,1075
A004960,1076
A059270,1077
A318010,1078
A006800,1079
A098120,1080
A130660,1081
A219420,1082
A036030,1083
A040420,1084
A123690,1085
A335890,1086
A019210,1087
A090850,1088
A012700,1089
A260660,1090
A015230,1091
A122990,1092
A317400,1093
A149980,1094
A086890,1095
A029960,1096
A139670,1097
A032850,1098
A004710,1099
A047310,1100
A007680,1101
A006140,1102
A354200,1103
A051160,1104
A053450,1105
A092460,1106
A005710,1107
A025980,1108
A024950,1109
A004250,1110
A101240,1111
A068790,1112
A093920,1113
A046440,1114
A225530,1115
A001340,1116
A005960,1117
A171120,1118
A238490,1119
A032620,1120
A040300,1121
A089140,1122
A139130,1123
A237820,1124
A053210,1125
A008060,1126
A214390,1127
A053700,1128
A005870,1129
A131220,1130
A160550,1131
A126880,1132
A040160,1133
A000700,1134
A094480,1135
A123040,1136
A066130,1137
A229640,1138
A003010,1139
A043650,1140
A024120,1141
A307930,1142
A035000,1143
A018290,1144
A011320,1145
A023350,1146
A007590,1147
A130580,1148
A032750,1149
A138930,1150
A010240,1151
A000390,1152
A075580,1153
A155650,1154
A015540,1155
A220100,1156
A080470,1157
A069410,1158
A064520,1159
A014130,1160
A053260,1161
A284620,1162
A104200,1163
A003780,1164
A006620,1165
A000230,1166
A320000,1167
A005740,1168
A037270,1169
A163560,1170
A268600,1171
A008830,1172
A068930,1173
A036640,1174
A005010,1175
A024940,1176
A024880,1177
A299660,1178
A215100,1179
A131030,1180
A200780,1181
A093190,1182
A024850,1183
A014570,1184
A004720,1185
A260930,1186
A100790,1187
A000220,1188
A013570,1189
A003410,1190
A002990,1191
A038870,1192
A007370,1193
A206650,1194
A100590,1195
A052600,1196
A236810,1197
A015710,1198
A036540,1199
A095270,1200
A171010,1201
A033920,1202
A317120,1203
A009290,1204
A053980,1205
A060230,1206
A026890,1207
A038950,1208
A062860,1209
A144960,1210
A115390,1211
A214610,1212
A347700,1213
A068050,1214
A011700,1215
A065560,1216
A002210,1217
A150840,1218
A039610,1219
A218150,1220
A053300,1221
A067170,1222
A156100,1223
A051980,1224
A077360,1225
A101530,1226
A028670,1227
A083550,1228
A010140,1229
A014710,1230
A197140,1231
A145210,1232
A173940,1233
A039340,1234
A080220,1235
A076080,1236
A080010,1237
A100220,1238
A080520,1239
A263810,1240
A065130,1241
A066700,1242
A092300,1243
A080720,1244
A069730,1245
A289010,1246
A071200,1247
A009160,1248
A291230,1249
A100660,1250
A222110,1251
A109740,1252
A009780,1253
A044960,1254
A063570,1255
A009730,1256
A084650,1257
A042500,1258
A307750,1259
A024060,1260
A039860,1261
A067990,1262
A021320,1263
A335810,1264
A054920,1265
A071970,1266
A155660,1267
A049180,1268
A072130,1269
A017480,1270
A041460,1271
A013870,1272
A025820,1273
A038680,1274
A035610,1275
A263540,1276
A373200,1277
A215600,1278
A092200,1279
A050890,1280
A134580,1281
A041520,1282
A005670,1283
A001440,1284
A121440,1285
A252990,1286
A030210,1287
A013310,1288
A290120,1289
A057030,1290
A189860,1291
A089470,1292
A053280,1293
A206400,1294
A065450,1295
A073240,1296
A337930,1297
A214420,1298
A080000,1299
A334970,1300
A003720,1301
A033200,1302
A033320,1303
A123750,1304
A030610,1305
A317690,1306
A004310,1307
A005860,1308
A014280,1309
A003580,1310
A001740,1311
A088290,1312
A187270,1313
A041920,1314
A119850,1315
A004840,1316
A222980,1317
A002800,1318
A092780,1319
A122450,1320
A012610,1321
A010640,1322
A092190,1323
A049520,1324
A015860,1325
A075970,1326
A047400,1327
A312610,1328
A053350,1329
A053290,1330
A351320,1331
A033310,1332
A002230,1333
A205100,1334
A241690,1335
A263770,1336
A142210,1337
A079980,1338
A177830,1339
A004440,1340
A147760,1341
A226400,1342
A016450,1343
A004830,1344
A217500,1345
A140070,1346
A049550,1347
A263050,1348
A000370,1349
A058850,1350
A008370,1351
A029480,1352
A075180,1353
A014970,1354
A011000,1355
A177350,1356
A072470,1357
A007530,1358
A222040,1359
A004780,1360
A064240,1361
A102260,1362
A196490,1363
A319400,1364
A122690,1365
A234300,1366
A050120,1367
A232140,1368
A002720,1369
A038540,1370
A124500,1371
A378850,1372
A045300,1373
A061040,1374
A085910,1375
A033290,1376
A010820,1377
A067000,1378
A101330,1379
A000430,1380
A244920,1381
A123700,1382
A027410,1383
A204620,1384
A020710,1385
A037030,1386
A142280,1387
A054040,1388
A124560,1389
A100130,1390
A033560,1391
A019770,1392
A009440,1393
A239340,1394
A128660,1395
A009070,1396
A058730,1397
A005720,1398
A310200,1399
A187220,1400
A081150,1401
A147830,1402
A071090,1403
A298690,1404
A309930,1405
A091340,1406
A018680,1407
A002900,1408
A114450,1409
A131370,1410
A004590,1411
A036120,1412
A128820,1413
A041190,1414
A047040,1415
A089150,1416
A109070,1417
A043610,1418
A352940,1419
A095570,1420
A094970,1421
A088800,1422
A142760,1423
A368770,1424
A078020,1425
A032940,1426
A119500,1427
A129890,1428
A109820,1429
A037560,1430
A241520,1431
A187420,1432
A036690,1433
A016610,1434
A067570,1435
A073640,1436
A025550,1437
A019180,1438
A058860,1439
A005440,1440
A115160,1441
A009190,1442
A064260,1443
A025530,1444
A352700,1445
A046120,1446
A003480,1447
A037350,1448
A332370,1449
A355150,1450
A128540,1451
A091810,1452
A010040,1453
A307180,1454
A048770,1455
A002140,1456
A353810,1457
A014440,1458
A067390,1459
A013810,1460
A013990,1461
A006910,1462
A017000,1463
A016100,1464
A221840,1465
A058110,1466
A030530,1467
A123570,1468
A220180,1469
A006060,1470
A054540,1471
A001780,1472
A010770,1473
A052460,1474
A036580,1475
A023440,1476
A032860,1477
A017370,1478
A060570,1479
A010100,1480
A014530,1481
A119650,1482
A011150,1483
A203450,1484
A052220,1485
A009410,1486
A066590,1487
A046210,1488
A053270,1489
A097230,1490
A083790,1491
A049800,1492
A014940,1493
A026940,1494
A016740,1495
A214270,1496
A019540,1497
A092440,1498
A008420,1499
A041650,1500
A126560,1501
A201490,1502
A115450,1503
A038500,1504
A090370,1505
A267320,1506
A083470,1507
A038460,1508
A039560,1509
A222810,1510
A185490,1511
A294630,1512
A023000,1513
A010960,1514
A005360,1515
A000540,1516
A203650,1517
A195500,1518
A169330,1519
A095720,1520
A064820,1521
A009580,1522
A013120,1523
A123410,1524
A130500,1525
A001840,1526
A001790,1527
A096760,1528
A080420,1529
A347740,1530
A136480,1531
A003080,1532
A306620,1533
A127120,1534
A223310,1535
A258610,1536
A046310,1537
A002290,1538
A263020,1539
A254120,1540
A046390,1541
A253590,1542
A006580,1543
A023410,1544
A087260,1545
A069540,1546
A086980,1547
A002220,1548
A021650,1549
A036620,1550
A082640,1551
A049480,1552
A072770,1553
A035810,1554
A001250,1555
A046940,1556
A123010,1557
A006570,1558
A032790,1559
A069920,1560
A048550,1561
A088910,1562
A100250,1563
A229000,1564
A017510,1565
A031330,1566
A045060,1567
A053050,1568
A045390,1569
A014470,1570
A002920,1571
A244460,1572
A005750,1573
A018470,1574
A026040,1575
A217730,1576
A160600,1577
A004150,1578
A228340,1579
A109610,1580
A066900,1581
A081580,1582
A067290,1583
A057680,1584
A047080,1585
A238090,1586
A009180,1587
A007610,1588
A033230,1589
A039020,1590
A122350,1591
A143210,1592
A051630,1593
A070960,1594
A010580,1595
A340440,1596
A054090,1597
A027050,1598
A003530,1599
A024070,1600
A025320,1601
A175250,1602
A121850,1603
A227100,1604
A031310,1605
A035460,1606
A321260,1607
A333430,1608
A056700,1609
A103840,1610
A200470,1611
A019680,1612
A067830,1613
A041020,1614
A204020,1615
A036710,1616
A017040,1617
A001200,1618
A123890,1619
A012860,1620
A189980,1621
A078150,1622
A214680,1623
A066980,1624
A001360,1625
A003470,1626
A039240,1627
A024910,1628
A095190,1629
A003520,1630
A322780,1631
A050860,1632
A048870,1633
A065950,1634
A011420,1635
A012690,1636
A100700,1637
A140520,1638
A025880,1639
A181340,1640
A264850,1641
A242040,1642
A010660,1643
A115610,1644
A131100,1645
A004540,1646
A085620,1647
A082210,1648
A011280,1649
A099440,1650
A082850,1651
A039420,1652
A059210,1653
A008350,1654
A023960,1655
A133750,1656
A290720,1657
A099520,1658
A069110,1659
A002410,1660
A196450,1661
A205500,1662
A332570,1663
A021080,1664
A052860,1665
A017180,1666
A017550,1667
A250060,1668
A024740,1669
A009200,1670
A018700,1671
A060540,1672
A095910,1673
A039310,1674
A104480,1675
A012600,1676
A365590,1677
A024800,1678
A088350,1679
A024890,1680
A168330,1681
A017900,1682
A069640,1683
A012030,1684
A047770,1685
A234100,1686
A208140,1687
A042510,1688
A004770,1689
A037230,1690
A013520,1691
A000680,1692
A129260,1693
A002690,1694
A078590,1695
A065440,1696
A138070,1697
A011300,1698
A008700,1699
A003460,1700
A198440,1701
A092220,1702
A014790,1703
A121800,1704
A208340,1705
A015260,1706
A323280,1707
A042110,1708
A289080,1709
A060380,1710
A004270,1711
A090710,1712
A001810,1713
A027360,1714
A016090,1715
A060310,1716
A066910,1717
A012340,1718
A004140,1719
A002700,1720
A058820,1721
A007210,1722
A222420,1723
A063440,1724
A004100,1725
A019010,1726
A290380,1727
A037330,1728
A299170,1729
A034940,1730
A036000,1731
A099220,1732
A291650,1733
A005880,1734
A037950,1735
A033340,1736
A065530,1737
A339950,1738
A011930,1739
A256630,1740
A307870,1741
A256840,1742
A096630,1743
A068330,1744
A133820,1745
A071460,1746
A303030,1747
A033130,1748
A093230,1749
A000180,1750
A013360,1751
A307280,1752
A007280,1753
A003310,1754
A061250,1755
A369370,1756
A014910,1757
A005390,1758
A027830,1759
A278650,1760
A023460,1761
A012200,1762
A001000,1763
A024840,1764
A105550,1765
A332290,1766
A258830,1767
A057540,1768
A205470,1769
A014190,1770
A073560,1771
A060240,1772
A052670,1773
A073010,1774
A336060,1775
A049080,1776
A207760,1777
A126640,1778
A027710,1779
A277410,1780
A090410,1781
A074430,1782
A010170,1783
A057880,1784
A097800,1785
A127710,1786
A016880,1787
A004920,1788
A040610,1789
A002760,1790
A183490,1791
A246690,1792
A276730,1793
A007460,1794
A050110,1795
A203690,1796
A010600,1797
A064090,1798
A027580,1799
A090150,1800
A192250,1801
A286750,1802
A011330,1803
A297570,1804
A085810,1805
A038060,1806
A104040,1807
A007980,1808
A000400,1809
A037760,1810
A031510,1811
A009320,1812
A069460,1813
A052420,1814
A065650,1815
A013700,1816
A096640,1817
A032820,1818
A021050,1819
A019660,1820
A227950,1821
A226440,1822
A245620,1823
A226340,1824
A215090,1825
A012800,1826
A001140,1827
A053950,1828
A084680,1829
A032680,1830
A064800,1831
A018620,1832
A109960,1833
A018000,1834
A011690,1835
A052900,1836
A113810,1837
A025440,1838
A009270,1839
A066360,1840
A022220,1841
A033170,1842
A131760,1843
A090080,1844
A014160,1845
A219550,1846
A049120,1847
A006050,1848
A002680,1849
A056730,1850
A043260,1851
A060560,1852
A035890,1853
A032580,1854
A032980,1855
A009460,1856
A143540,1857
A046070,1858
A034830,1859
A027740,1860
A263920,1861
A359090,1862
A007110,1863
A027970,1864
A215790,1865
A006490,1866
A043590,1867
A005320,1868
A002780,1869
A003280,1870
A273060,1871
A002450,1872
A331520,1873
A093240,1874
A020760,1875
A255220,1876
A082660,1877
A252500,1878
A006340,1879
A012280,1880
A153490,1881
A006200,1882
A007120,1883
A008970,1884
A200230,1885
A001380,1886
A001520,1887
A131090,1888
A010280,1889
A115480,1890
A353190,1891
A083660,1892
A001470,1893
A043910,1894
A082800,1895
A033830,1896
A019550,1897
A184230,1898
A025750,1899
A043340,1900
A008040,1901
A193250,1902
A018500,1903
A011370,1904
A097780,1905
A041590,1906
A009620,1907
A024810,1908
A079970,1909
A001020,1910
A085310,1911
A217620,1912
A363260,1913
A000300,1914
A033540,1915
A058400,1916
A066410,1917
A269620,1918
A031820,1919
A036170,1920
A031860,1921
A014990,1922
A049630,1923
A009810,1924
A001620,1925
A230980,1926
A204840,1927
A014200,1928
A035620,1929
A043090,1930
A078940,1931
A043220,1932
A019570,1933
A038620,1934
A012160,1935
A044380,1936
A036090,1937
A010050,1938
A001510,1939
A001290,1940
A214330,1941
A002360,1942
A005110,1943
A015590,1944
A007720,1945
A004870,1946
A114630,1947
A002880,1948
A023760,1949
A000040,1950
A012170,1951
A002630,1952
A036630,1953
A019590,1954
A042040,1955
A000890,1956
A065170,1957
A038880,1958
A192410,1959
A118000,1960
A096690,1961
A195990,1962
A076610,1963
A004060,1964
A042940,1965
A084180,1966
A317240,1967
A094860,1968
A030350,1969
A060900,1970
A040350,1971
A051780,1972
A032800,1973
A208640,1974
A038530,1975
A065150,1976
A016600,1977
A052300,1978
A139050,1979
A021880,1980
A096040,1981
A096350,1982
A003060,1983
A089230,1984
A044060,1985
A151910,1986
A102280,1987
A004410,1988
A033180,1989
A101140,1990
A159910,1991
A003560,1992
A078130,1993
A053590,1994
A091090,1995
A013720,1996
A056090,1997
A054180,1998
A086960,1999
A214870,2000
